Diagnosis_Code,Description,CMS-HCC Model Category V28,Potential Co-existing Diagnoses
S73012A,"Posterior subluxation of left hip, initial encounter",402,M08852 (33%); G8383 (33%); M08952 (32%); M06852 (31%); S78112A (30%)
S73013A,"Posterior subluxation of unspecified hip, initial encounter",402,G8383 (34%); M08959 (32%); M08859 (30%); M08059 (30%); S78919A (29%)
S73014A,"Posterior dislocation of right hip, initial encounter",402,M08851 (33%); G8383 (33%); M08951 (32%); M06851 (31%); S78111A (30%)
S73015A,"Posterior dislocation of left hip, initial encounter",402,M08852 (33%); G8383 (33%); M08952 (32%); M06852 (31%); S78112A (30%)
S73016A,"Posterior dislocation of unspecified hip, initial encounter",402,G8383 (34%); M08959 (32%); M08859 (30%); M08059 (30%); S78919A (29%)
S73021A,"Obturator subluxation of right hip, initial encounter",402,M08851 (30%); M08951 (29%); M06851 (28%); S78111A (26%); S78011A (26%)
S73022A,"Obturator subluxation of left hip, initial encounter",402,M08852 (29%); M08952 (29%); M06852 (28%); S78112A (26%); S78012A (26%)
S73023A,"Obturator subluxation of unspecified hip, initial encounter",402,M08959 (29%); M08859 (27%); M08059 (26%); S78919A (26%); S78929A (26%)
S73024A,"Obturator dislocation of right hip, initial encounter",402,M08851 (30%); M08951 (29%); M06851 (28%); S78111A (26%); S78011A (26%)
S73025A,"Obturator dislocation of left hip, initial encounter",402,M08852 (29%); M08952 (29%); M06852 (28%); S78112A (26%); S78012A (26%)
S73026A,"Obturator dislocation of unspecified hip, initial encounter",402,M08959 (29%); M08859 (27%); M08059 (26%); S78919A (26%); S78929A (26%)
S73031A,"Other anterior subluxation of right hip, initial encounter",402,M08851 (33%); M08951 (32%); G8382 (32%); M06851 (31%); S78111A (30%)
S73032A,"Other anterior subluxation of left hip, initial encounter",402,M08852 (33%); M08952 (32%); G8382 (32%); M06852 (31%); S78112A (30%)
S73033A,"Other anterior subluxation of unspecified hip, initial encounter",402,M08959 (33%); G8382 (32%); M08859 (31%); M08059 (30%); S78919A (30%)
S73034A,"Other anterior dislocation of right hip, initial encounter",402,M08851 (33%); M08951 (32%); G8382 (32%); M06851 (31%); S78111A (30%)
S73035A,"Other anterior dislocation of left hip, initial encounter",402,M08852 (33%); M08952 (32%); G8382 (32%); M06852 (31%); S78112A (30%)
S73036A,"Other anterior dislocation of unspecified hip, initial encounter",402,M08959 (33%); G8382 (32%); M08859 (31%); M08059 (30%); S78919A (30%)
S73041A,"Central subluxation of right hip, initial encounter",402,M08851 (33%); M08951 (32%); M06851 (31%); S78111A (29%); S78011A (29%)
S73042A,"Central subluxation of left hip, initial encounter",402,M08852 (33%); M08952 (32%); M06852 (31%); S78112A (29%); S78012A (29%)
S73043A,"Central subluxation of unspecified hip, initial encounter",402,C729 (32%); M08959 (32%); S14129A (31%); M08859 (30%); M08059 (29%)
S73044A,"Central dislocation of right hip, initial encounter",402,M08851 (33%); M08951 (32%); M06851 (31%); S78111A (29%); S78011A (29%)
S73045A,"Central dislocation of left hip, initial encounter",402,M08852 (33%); M08952 (32%); M06852 (31%); S78112A (29%); S78012A (29%)
S73046A,"Central dislocation of unspecified hip, initial encounter",402,C729 (32%); M08959 (32%); S14129A (31%); M08859 (30%); M08059 (29%)
S78011A,"Complete traumatic amputation at right hip joint, initial encounter",405,M9701XA (41%); M9702XA (37%); M0080 (35%); M0020 (35%); M0000 (35%)
S78011D,"Complete traumatic amputation at right hip joint, subsequent encounter",,
S78011S,"Complete traumatic amputation at right hip joint, sequela",,
S78012A,"Complete traumatic amputation at left hip joint, initial encounter",405,M9702XA (41%); M9701XA (37%); M0080 (35%); M0020 (35%); M0000 (35%)
S78012D,"Complete traumatic amputation at left hip joint, subsequent encounter",,
S78012S,"Complete traumatic amputation at left hip joint, sequela",,
S78019A,"Complete traumatic amputation at unspecified hip joint, initial encounter",405,M0080 (39%); M0020 (39%); M0000 (39%); M0010 (39%); M9702XA (37%)
S78019D,"Complete traumatic amputation at unspecified hip joint, subsequent encounter",,
S78019S,"Complete traumatic amputation at unspecified hip joint, sequela",,
S78021A,"Partial traumatic amputation at right hip joint, initial encounter",405,M9701XA (40%); M9702XA (36%); M0080 (34%); M0020 (34%); M0000 (34%)
S78021D,"Partial traumatic amputation at right hip joint, subsequent encounter",,
S78021S,"Partial traumatic amputation at right hip joint, sequela",,
S78022A,"Partial traumatic amputation at left hip joint, initial encounter",405,M9702XA (40%); M9701XA (36%); M0080 (34%); M0020 (34%); M0000 (34%)
S78022D,"Partial traumatic amputation at left hip joint, subsequent encounter",,
S78022S,"Partial traumatic amputation at left hip joint, sequela",,
S78029A,"Partial traumatic amputation at unspecified hip joint, initial encounter",405,M0080 (38%); M0020 (38%); M0000 (38%); M0010 (38%); M9702XA (37%)
S78029D,"Partial traumatic amputation at unspecified hip joint, subsequent encounter",,
S78029S,"Partial traumatic amputation at unspecified hip joint, sequela",,
S78111A,"Complete traumatic amputation at level between right hip and knee, initial encounter",405,S14119A (35%); S24119A (34%); S34119A (34%); S73001A (33%); S73004A (33%)
S78111D,"Complete traumatic amputation at level between right hip and knee, subsequent encounter",,
S78111S,"Complete traumatic amputation at level between right hip and knee, sequela",,
S78112A,"Complete traumatic amputation at level between left hip and knee, initial encounter",405,S14119A (35%); S24119A (34%); S34119A (34%); S73002A (33%); S73005A (33%)
S78112D,"Complete traumatic amputation at level between left hip and knee, subsequent encounter",,
S78112S,"Complete traumatic amputation at level between left hip and knee, sequela",,
S78119A,"Complete traumatic amputation at level between unspecified hip and knee, initial encounter",405,S14119A (38%); S24119A (38%); S34119A (37%); S73003A (34%); S73006A (34%)
S78119D,"Complete traumatic amputation at level between unspecified hip and knee, subsequent encounter",,
S78119S,"Complete traumatic amputation at level between unspecified hip and knee, sequela",,
S78121A,"Partial traumatic amputation at level between right hip and knee, initial encounter",405,S73001A (33%); S73004A (33%); M08861 (32%); M08961 (31%); M06861 (30%)
S78121D,"Partial traumatic amputation at level between right hip and knee, subsequent encounter",,
S78121S,"Partial traumatic amputation at level between right hip and knee, sequela",,
S78122A,"Partial traumatic amputation at level between left hip and knee, initial encounter",405,S73002A (33%); S73005A (33%); M08862 (32%); M08962 (31%); M06862 (30%)
S78122D,"Partial traumatic amputation at level between left hip and knee, subsequent encounter",,
S78122S,"Partial traumatic amputation at level between left hip and knee, sequela",,
S78129A,"Partial traumatic amputation at level between unspecified hip and knee, initial encounter",405,S73003A (33%); S73006A (33%); M08969 (31%); S73002A (31%); S73005A (31%)
S78129D,"Partial traumatic amputation at level between unspecified hip and knee, subsequent encounter",,
S78129S,"Partial traumatic amputation at level between unspecified hip and knee, sequela",,
S78911A,"Complete traumatic amputation of right hip and thigh, level unspecified, initial encounter",405,S14119A (37%); S73001A (36%); S73004A (36%); S24119A (36%); S34119A (36%)
S78911D,"Complete traumatic amputation of right hip and thigh, level unspecified, subsequent encounter",,
S78911S,"Complete traumatic amputation of right hip and thigh, level unspecified, sequela",,
S78912A,"Complete traumatic amputation of left hip and thigh, level unspecified, initial encounter",405,S14119A (37%); S73002A (36%); S73005A (36%); S24119A (36%); S34119A (36%)
S78912D,"Complete traumatic amputation of left hip and thigh, level unspecified, subsequent encounter",,
S78912S,"Complete traumatic amputation of left hip and thigh, level unspecified, sequela",,
S78919A,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter",405,S14119A (39%); S73003A (39%); S73006A (39%); S24119A (38%); S34119A (38%)
S78919D,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",,
S78919S,"Complete traumatic amputation of unspecified hip and thigh, level unspecified, sequela",,
S78921A,"Partial traumatic amputation of right hip and thigh, level unspecified, initial encounter",405,S73001A (36%); S73004A (36%); M86651 (35%); M868X5 (33%); M86659 (32%)
S78921D,"Partial traumatic amputation of right hip and thigh, level unspecified, subsequent encounter",,
S78921S,"Partial traumatic amputation of right hip and thigh, level unspecified, sequela",,
S78922A,"Partial traumatic amputation of left hip and thigh, level unspecified, initial encounter",405,S73002A (36%); S73005A (36%); M86652 (35%); M868X5 (33%); M86659 (32%)
S78922D,"Partial traumatic amputation of left hip and thigh, level unspecified, subsequent encounter",,
S78922S,"Partial traumatic amputation of left hip and thigh, level unspecified, sequela",,
S78929A,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, initial encounter",405,S73003A (39%); S73006A (39%); M86659 (36%); M08959 (35%); S73002A (32%)
S78929D,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, subsequent encounter",,
S78929S,"Partial traumatic amputation of unspecified hip and thigh, level unspecified, sequela",,
S79001A,"Unspecified physeal fracture of upper end of right femur, initial encounter for closed fracture",402,S02609A (47%); S3210XA (46%); S02601A (46%); S22009A (46%); S32009A (45%)
S79002A,"Unspecified physeal fracture of upper end of left femur, initial encounter for closed fracture",402,S02609A (47%); S3210XA (46%); S02602A (46%); S22009A (46%); S32009A (45%)
S79009A,"Unspecified physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",402,S22009A (51%); S32009A (51%); S02609A (50%); S3210XA (49%); S22008A (48%)
S79011A,"Salter-Harris Type I physeal fracture of upper end of right femur, initial encounter for closed fracture",402,S3214XA (39%); S3215XA (39%); S3216XA (39%); S3217XA (39%); S0211AA (36%)
S79012A,"Salter-Harris Type I physeal fracture of upper end of left femur, initial encounter for closed fracture",402,S3214XA (39%); S3215XA (39%); S3216XA (39%); S3217XA (39%); S0211BA (36%)
S79019A,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",402,S3214XA (39%); S3215XA (39%); S3216XA (39%); S3217XA (39%); S02609A (37%)
S79091A,"Other physeal fracture of upper end of right femur, initial encounter for closed fracture",402,S0211GA (45%); S0240CA (44%); S3219XA (44%); S02609A (44%); S0240AA (44%)
S79092A,"Other physeal fracture of upper end of left femur, initial encounter for closed fracture",402,S0211HA (45%); S0240DA (44%); S3219XA (44%); S02609A (44%); S0240BA (44%)
S79099A,"Other physeal fracture of upper end of unspecified femur, initial encounter for closed fracture",402,S02609A (48%); S3210XA (47%); S22009A (47%); S32009A (46%); S22008A (46%)
S79101A,"Unspecified physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S02609A (48%); S3210XA (47%); S02601A (47%); S22009A (47%); S32009A (46%)
S79102A,"Unspecified physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S02609A (48%); S3210XA (47%); S02602A (47%); S22009A (47%); S32009A (46%)
S79109A,"Unspecified physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",402,S22009A (52%); S32009A (52%); S02609A (51%); S3210XA (50%); S22008A (49%)
S79111A,"Salter-Harris Type I physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S3214XA (39%); S3215XA (39%); S3216XA (39%); S3217XA (39%); S0211AA (37%)
S79112A,"Salter-Harris Type I physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S3214XA (39%); S3215XA (39%); S3216XA (39%); S3217XA (39%); S0211BA (37%)
S79119A,"Salter-Harris Type I physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",402,S3214XA (40%); S3215XA (40%); S3216XA (40%); S3217XA (40%); S02609A (38%)
S79121A,"Salter-Harris Type II physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S0211CA (43%); S12112A (40%); S02111A (39%); S0211DA (39%); S02412A (38%)
S79122A,"Salter-Harris Type II physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S0211DA (43%); S12112A (40%); S02111A (39%); S0211CA (39%); S02412A (38%)
S79129A,"Salter-Harris Type II physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",402,S02111A (42%); S12112A (41%); S0211DA (39%); S0211CA (39%); S02412A (38%)
S79131A,"Salter-Harris Type III physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S0211EA (46%); S02112A (43%); S0211FA (43%); S02413A (42%); S0211EB (41%)
S79132A,"Salter-Harris Type III physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S0211FA (46%); S02112A (43%); S0211EA (43%); S02413A (42%); S0211FB (41%)
S79139A,"Salter-Harris Type III physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",402,S02112A (46%); S0211FA (43%); S0211EA (43%); S02413A (43%); S32139A (42%)
S79141A,"Salter-Harris Type IV physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S3214XA (35%); S3215XA (35%); S3216XA (35%); S3217XA (35%); S0211AA (33%)
S79142A,"Salter-Harris Type IV physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S3214XA (35%); S3215XA (35%); S3216XA (35%); S3217XA (35%); S0211BA (33%)
S79149A,"Salter-Harris Type IV physeal fracture of lower end of unspecified femur, initial encounter for closed fracture",402,S3214XA (35%); S3215XA (35%); S3216XA (35%); S3217XA (35%); S02609A (33%)
S79191A,"Other physeal fracture of lower end of right femur, initial encounter for closed fracture",402,S0211GA (46%); S0240CA (45%); S3219XA (45%); S02609A (45%); S0240AA (45%)
S79192A,"Other physeal fracture of lower end of left femur, initial encounter for closed fracture",402,S0211HA (45%); S0240DA (45%); S3219XA (45%); S02609A (45%); S0240BA (45%)
